Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Number of Forward Gears,Fuel Information.City mpg,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
236,30,74,6,13,2011,420,346
236,30,74,6,13,2011,420,346
246,29,74,6,12,2010,420,346
236,30,74,6,13,2011,420,346
236,30,74,6,13,2011,420,346
233,29,74,6,12,2010,420,346
85,215,240,4,15,2011,195,260
85,215,240,4,10,2011,302,305
85,215,240,6,11,2011,315,335
79,215,240,4,13,2011,302,305
79,215,240,6,11,2011,315,335
85,215,240,4,14,2011,302,305
79,215,240,4,13,2011,302,305
85,215,240,4,10,2011,302,305
85,215,240,6,11,2011,315,335
85,215,240,6,13,2011,403,417
79,215,240,4,10,2011,302,305
79,215,240,6,15,2011,315,335
79,215,240,6,9,2011,403,417
85,215,240,6,11,2011,315,335
85,215,240,6,9,2011,403,417
79,215,240,6,11,2011,315,335
79,215,240,6,12,2011,403,417
153,245,217,6,15,2011,320,335
153,245,217,6,15,2011,320,335
153,245,217,6,15,2011,320,335
153,245,217,6,15,2011,320,335
153,245,217,6,15,2011,320,335
153,245,217,6,15,2011,320,335
153,245,217,6,11,2010,320,335
153,245,217,6,15,2010,320,335
153,245,217,6,15,2010,320,335
153,245,217,6,15,2010,320,335
153,245,217,6,11,2010,320,335
153,245,217,6,11,2010,320,335
195,62,203,4,20,2011,170,170
195,62,203,5,20,2011,170,170
77,185,240,6,11,2011,315,335
77,185,240,6,11,2011,315,335
77,185,240,6,11,2011,315,335
77,185,240,6,11,2011,315,335
77,185,240,6,11,2011,315,335
77,185,240,6,11,2011,315,335
195,62,203,4,20,2010,170,170
195,62,203,5,20,2010,170,170
226,126,29,5,18,2011,256,247
226,126,29,6,18,2011,265,258
226,126,29,6,19,2011,170,170
226,126,29,6,19,2011,170,170
82,215,240,4,10,2011,302,305
82,215,240,6,15,2011,315,335
79,215,240,4,10,2011,302,305
79,215,240,6,11,2011,315,335
82,215,240,4,14,2011,302,305
79,215,240,4,10,2011,302,305
82,215,240,4,10,2011,302,305
82,215,240,6,11,2011,315,335
82,215,240,6,13,2011,403,417
79,215,240,4,10,2011,302,305
79,215,240,6,15,2011,315,335
79,215,240,6,12,2011,403,417
82,215,240,6,15,2011,315,335
82,215,240,6,15,2011,315,335
82,215,240,6,9,2011,403,417
79,215,240,6,11,2011,315,335
79,215,240,6,12,2011,403,417
82,207,240,6,9,2011,403,417
82,207,240,6,12,2011,403,417
77,102,240,4,15,2010,195,260
77,102,240,4,10,2010,302,305
77,102,240,6,11,2010,315,335
82,102,240,4,14,2010,195,260
82,102,240,4,13,2010,302,305
82,102,240,6,15,2010,315,335
77,102,240,4,10,2010,302,305
77,102,240,6,15,2010,315,335
82,102,240,4,10,2010,302,305
82,102,240,6,15,2010,315,335
102,188,224,4,14,2010,215,235
102,188,224,5,9,2010,310,330
102,188,224,5,14,2010,390,407
118,188,224,5,13,2010,310,330
118,188,224,5,13,2010,390,407
97,235,224,5,14,2010,310,330
118,188,224,5,9,2010,310,330
115,184,224,4,14,2011,215,235
115,184,224,5,14,2010,310,330
115,184,224,5,14,2010,390,407
130,184,224,5,9,2010,310,330
130,184,224,5,13,2010,390,407
115,184,224,5,9,2010,310,330
115,184,224,5,14,2010,390,407
130,184,224,5,9,2010,310,330
130,184,224,5,13,2010,390,407
115,184,224,5,14,2011,390,407
130,184,224,5,13,2010,390,407
115,184,224,5,9,2010,310,330
115,184,224,5,14,2010,390,407
130,184,224,5,9,2010,310,330
130,184,224,5,13,2010,390,407
115,184,224,5,9,2010,310,330
115,184,224,5,14,2010,390,407
130,184,224,5,13,2010,390,407
115,184,224,5,14,2010,390,407
130,184,224,5,13,2010,390,407
130,184,224,5,9,2010,310,330
145,228,8,6,18,2010,204,185
145,228,8,6,21,2010,204,185
160,228,8,6,20,2010,204,185
145,228,8,6,18,2010,306,277
145,228,8,6,18,2011,306,277
97,235,224,5,14,2010,390,407
118,188,224,5,13,2010,390,407
135,228,41,5,21,2011,159,180
135,228,41,4,19,2011,159,180
239,228,102,5,18,2011,159,180
239,228,102,4,18,2011,159,180
142,165,41,5,21,2011,159,180
142,165,41,4,19,2011,159,180
249,165,102,4,19,2011,159,180
249,165,102,5,17,2011,236,266
249,165,102,5,18,2011,159,180
249,165,102,4,18,2011,159,180
249,165,102,6,14,2011,236,266
249,165,102,5,16,2011,236,266
142,165,102,4,19,2011,159,180
244,245,102,4,19,2011,159,180
244,245,102,5,17,2011,236,266
244,165,102,5,17,2011,236,266
244,165,102,6,14,2011,236,266
244,245,102,5,16,2011,236,266
244,165,102,5,16,2011,236,266
130,165,87,6,15,2011,236,266
145,228,8,6,19,2011,204,185
145,228,8,6,21,2011,204,185
160,228,8,6,20,2011,204,185
145,228,8,6,20,2011,306,277
132,228,41,5,20,2010,159,180
132,228,41,4,19,2010,159,180
239,228,102,5,17,2010,159,180
239,228,102,5,20,2010,159,180
132,165,41,5,20,2010,159,180
132,165,41,4,19,2010,159,180
239,165,102,5,20,2010,159,180
239,165,102,6,15,2010,236,266
239,165,102,5,17,2010,236,266
239,165,102,5,17,2010,159,180
239,165,102,6,14,2010,236,266
239,165,102,5,16,2010,236,266
244,165,102,6,14,2010,236,266
244,165,102,5,16,2010,236,266
244,245,102,5,16,2010,236,266
244,165,102,5,17,2010,236,266
244,245,102,5,17,2010,236,266
120,165,87,6,15,2010,236,266
74,70,240,6,15,2010,315,335
82,70,240,4,14,2010,195,260
82,70,240,4,13,2010,302,305
82,70,240,6,15,2010,315,335
74,70,240,4,10,2010,302,305
74,70,240,6,15,2010,315,335
82,70,240,4,10,2010,302,305
82,70,240,6,15,2010,315,335
112,22,181,4,18,2012,185,190
112,22,181,4,17,2012,242,242
112,22,181,4,18,2012,185,190
112,22,181,4,17,2012,242,242
181,22,206,5,18,2012,185,190
181,22,206,4,17,2012,185,190
181,22,206,4,17,2012,242,242
181,22,206,4,17,2012,185,190
181,22,206,4,17,2012,242,242
120,140,181,4,17,2012,242,242
120,140,181,4,17,2012,242,242
120,140,181,4,14,2012,300,320
120,140,181,4,14,2012,300,320
188,140,206,4,16,2012,242,242
188,140,206,4,16,2012,242,242
188,140,206,4,14,2012,300,320
85,215,240,4,15,2010,195,260
85,215,240,4,10,2010,302,305
85,215,240,6,11,2010,315,335
77,185,240,4,10,2010,302,305
77,185,240,6,15,2010,315,335
85,215,240,4,14,2010,302,305
77,185,240,4,10,2010,302,305
85,215,240,4,14,2010,302,305
85,215,240,6,15,2010,315,335
85,215,240,6,13,2010,403,417
77,185,240,4,13,2010,302,305
77,185,240,6,11,2010,315,335
77,185,240,6,12,2010,403,417
85,215,240,6,11,2010,315,335
85,215,240,6,10,2010,403,417
77,185,240,6,11,2010,315,335
85,215,240,4,14,2010,302,305
112,140,181,4,18,2012,185,190
112,140,181,4,17,2012,242,242
112,140,181,4,18,2012,185,190
112,140,181,4,17,2012,242,242
112,140,181,4,17,2012,242,242
112,140,181,4,14,2012,300,320
112,140,181,4,14,2012,300,320
181,140,206,5,18,2012,185,190
181,140,206,4,17,2012,185,190
181,140,206,4,17,2012,242,242
181,140,206,4,17,2012,185,190
181,140,206,4,17,2012,242,242
181,140,206,4,17,2012,242,242
181,140,206,4,14,2012,300,320
77,185,240,6,11,2010,315,335
77,185,240,6,15,2010,315,335
77,185,240,6,11,2010,315,335
77,185,240,6,15,2010,315,335
77,185,240,6,11,2010,315,335
77,185,240,6,11,2010,315,335
112,22,181,4,18,2011,185,190
112,22,181,4,17,2011,242,242
112,22,181,5,18,2011,185,190
112,22,181,4,18,2011,185,190
112,22,181,4,17,2011,242,242
181,22,206,5,18,2011,185,190
181,22,206,4,17,2011,185,190
181,22,206,4,17,2011,242,242
181,22,206,5,18,2011,185,190
181,22,206,4,17,2011,185,190
181,22,206,4,17,2011,242,242
120,140,181,4,17,2011,242,242
120,140,181,4,14,2011,300,320
120,140,181,4,17,2011,242,242
120,140,181,4,14,2011,300,320
120,140,181,4,14,2011,300,320
188,140,206,4,16,2011,242,242
188,140,206,4,14,2011,300,320
188,140,206,4,16,2011,242,242
188,140,206,4,14,2011,300,320
112,140,181,4,18,2011,185,190
112,140,181,4,17,2011,242,242
112,140,181,5,18,2011,185,190
112,140,181,4,18,2011,185,190
112,140,181,4,17,2011,242,242
112,140,181,4,14,2011,300,320
112,140,181,4,17,2011,242,242
112,140,181,4,14,2011,300,320
112,140,181,4,14,2011,300,320
181,140,206,5,18,2011,185,190
181,140,206,4,17,2011,185,190
181,140,206,4,17,2011,242,242
181,140,206,5,18,2011,185,190
181,140,206,4,17,2011,185,190
181,140,206,4,17,2011,242,242
181,140,206,4,14,2011,300,320
181,140,206,4,17,2011,242,242
181,140,206,4,14,2011,300,320
82,215,240,4,10,2010,302,305
82,215,240,6,15,2010,315,335
79,215,240,4,10,2010,302,305
79,215,240,6,11,2010,315,335
82,215,240,4,14,2010,302,305
79,215,240,4,13,2010,302,305
82,215,240,4,14,2010,302,305
82,215,240,6,15,2010,315,335
82,215,240,6,10,2010,403,417
79,215,240,4,10,2010,302,305
79,215,240,6,11,2010,315,335
79,215,240,6,9,2010,403,417
82,215,240,6,11,2010,315,335
82,215,240,6,15,2010,315,335
82,215,240,6,10,2010,403,417
79,215,240,6,11,2010,315,335
79,215,240,6,12,2010,403,417
82,207,240,6,10,2010,403,417
79,207,240,6,9,2010,403,417
74,153,224,5,22,2012,158,162
74,153,224,4,22,2012,158,162
74,153,224,5,22,2011,158,162
74,153,224,4,22,2011,158,162
74,153,224,5,22,2011,158,162
74,153,224,4,22,2011,158,162
64,153,224,5,22,2010,158,162
64,153,224,4,22,2010,158,162
54,153,224,5,22,2010,158,162
54,153,224,4,22,2010,158,162
228,89,188,5,27,2011,128,125
228,89,188,4,27,2011,128,125
228,89,188,5,27,2011,128,125
228,89,188,4,27,2011,128,125
7,96,113,6,13,2011,490,420
244,89,188,5,27,2010,128,125
244,89,188,4,27,2010,128,125
7,96,113,6,13,2012,490,420
133,208,237,5,16,2011,236,266
133,208,237,6,15,2011,310,327
143,208,237,6,13,2011,381,401
143,208,237,6,13,2011,381,401
133,176,237,5,16,2011,236,266
133,176,237,6,14,2011,381,401
143,176,237,6,13,2011,381,401
143,176,237,6,13,2011,381,401
133,176,237,5,16,2011,236,266
133,176,237,6,15,2011,310,327
143,176,237,6,14,2011,310,327
133,176,237,6,14,2011,381,401
143,176,237,6,13,2011,381,401
143,176,237,6,13,2011,381,401
133,122,237,6,14,2011,381,401
143,122,237,6,13,2011,381,401
133,176,237,6,15,2011,310,327
143,176,237,6,14,2011,310,327
143,176,237,6,13,2011,381,401
143,176,237,6,13,2011,381,401
128,176,237,6,15,2011,310,327
138,176,237,6,14,2011,310,327
128,176,237,6,14,2011,381,401
138,176,237,6,13,2011,381,401
138,176,237,6,13,2011,381,401
128,176,237,6,14,2011,381,401
134,27,8,6,18,2010,204,185
134,27,8,6,18,2010,306,277
134,27,8,6,21,2010,204,185
135,22,8,6,19,2011,204,185
135,27,8,6,21,2011,204,185
135,27,8,6,20,2011,306,277
167,3,102,6,16,2010,385,380
167,127,102,6,15,2010,385,380
167,3,102,6,15,2010,470,424
167,127,102,6,15,2010,470,424
167,3,102,6,15,2010,510,461
167,127,102,6,15,2010,510,461
138,176,237,6,13,2011,381,401
138,176,237,6,13,2011,381,401
226,126,29,6,19,2010,170,170
226,126,29,6,18,2010,265,258
226,126,29,5,18,2010,256,247
226,126,29,6,19,2010,170,170
2,96,113,6,13,2011,490,420
2,96,113,6,13,2012,490,420
244,127,57,5,15,2011,261,281
244,214,57,5,14,2011,261,281
244,127,57,5,14,2011,261,281
208,127,57,5,19,2011,152,171
208,127,57,5,17,2011,152,171
234,127,57,5,15,2011,261,281
112,22,181,4,18,2010,185,190
112,22,181,4,17,2010,242,242
112,22,181,5,18,2010,185,190
112,22,181,4,18,2010,185,190
112,22,181,4,17,2010,242,242
181,22,206,5,18,2010,185,190
181,22,206,4,17,2010,185,190
181,22,206,4,17,2010,242,242
181,22,206,5,18,2010,185,190
181,22,206,4,17,2010,185,190
181,22,206,4,17,2010,242,242
120,140,181,4,17,2010,242,242
120,140,181,4,15,2010,300,320
120,140,181,4,17,2010,242,242
120,140,181,4,15,2010,300,320
120,140,181,4,15,2010,300,320
188,140,206,4,16,2010,242,242
188,140,206,4,14,2010,300,320
188,140,206,4,16,2010,242,242
188,140,206,4,14,2010,300,320
112,140,181,4,17,2010,185,190
112,140,181,4,17,2010,242,242
112,140,181,5,20,2010,185,190
112,140,181,4,17,2010,185,190
112,140,181,4,17,2010,242,242
112,140,181,4,15,2010,300,320
112,140,181,4,17,2010,242,242
112,140,181,4,15,2010,300,320
112,140,181,4,15,2010,300,320
181,140,206,5,18,2010,185,190
181,140,206,4,16,2010,185,190
181,140,206,4,16,2010,242,242
181,140,206,5,18,2010,185,190
181,140,206,4,16,2010,185,190
181,140,206,4,16,2010,242,242
112,140,181,4,17,2010,185,190
181,140,206,4,16,2010,242,242
181,140,206,4,14,2010,300,320
208,99,57,5,19,2011,152,171
132,172,29,6,19,2011,170,170
132,172,29,5,18,2011,256,247
132,172,29,6,19,2011,170,170
208,99,57,5,19,2011,152,171
234,99,57,5,15,2011,261,281
234,99,57,5,14,2011,261,281
244,99,57,6,16,2011,261,281
234,99,57,5,15,2011,261,281
244,99,57,5,15,2011,261,281
244,196,57,5,15,2011,261,281
244,99,57,5,15,2011,261,281
85,99,57,5,14,2011,261,281
244,99,57,6,15,2011,261,281
234,99,57,5,14,2011,261,281
244,99,57,5,14,2011,261,281
85,99,57,5,15,2011,261,281
244,99,57,6,16,2011,261,281
244,196,57,5,14,2011,261,281
208,99,57,5,17,2011,152,171
57,196,57,5,15,2011,261,281
234,99,57,6,16,2011,261,281
244,99,57,5,14,2011,261,281
244,99,57,6,15,2011,261,281
244,99,57,5,15,2011,261,281
244,99,57,5,14,2011,261,281
234,99,57,6,15,2011,261,281
234,99,57,6,15,2011,261,281
208,99,57,5,17,2011,152,171
73,196,57,5,14,2011,261,281
244,99,57,6,15,2011,261,281
244,127,57,5,15,2010,261,281
244,214,57,5,15,2010,261,281
244,214,57,5,15,2010,261,281
244,127,57,5,15,2010,261,281
208,127,57,5,19,2010,152,171
208,127,57,5,19,2010,152,171
208,127,57,5,19,2010,152,171
234,127,57,5,15,2010,261,281
234,127,57,5,15,2010,261,281
132,172,29,5,18,2010,256,247
132,172,29,6,19,2010,170,170
132,172,29,6,19,2010,170,170
82,207,240,4,20,2011,332,367
82,207,240,4,20,2011,332,367
82,207,240,4,20,2011,332,367
82,207,240,4,20,2011,332,367
82,207,240,4,21,2010,332,367
82,207,240,4,21,2010,332,367
79,207,240,4,21,2010,332,367
79,207,240,4,21,2010,332,367
82,207,240,4,21,2009,332,367
82,207,240,4,21,2009,332,367
79,207,240,4,20,2009,332,367
79,207,240,4,20,2009,332,367
158,148,19,5,18,2010,230,213
145,202,224,5,22,2011,143,154
125,36,166,7,18,2011,210,400
148,51,226,5,22,2011,143,154
148,51,226,5,19,2011,143,154
145,202,224,5,22,2011,143,154
125,36,166,7,18,2011,210,400
148,51,226,5,22,2011,143,154
148,51,226,5,19,2011,143,154
148,51,226,5,16,2011,207,238
148,51,226,5,15,2011,207,238
148,51,226,5,22,2011,143,154
148,51,226,5,19,2011,143,154
183,51,19,5,15,2011,207,238
183,51,19,5,14,2011,207,238
148,51,226,5,16,2011,207,238
148,51,226,5,15,2011,207,238
148,51,226,5,16,2011,207,238
148,51,226,5,15,2011,207,238
183,51,19,5,15,2011,207,238
183,51,19,5,14,2011,207,238
77,102,237,4,14,2011,302,305
77,102,237,6,15,2011,315,338
77,102,237,4,10,2011,302,305
77,102,237,6,11,2011,315,338
82,102,237,4,14,2011,195,260
82,102,237,4,10,2011,302,305
82,102,237,6,15,2011,315,338
82,102,237,4,13,2011,302,305
82,102,237,6,11,2011,315,338
74,70,237,4,15,2011,195,260
74,70,237,4,10,2011,302,305
74,70,237,6,11,2011,315,338
74,70,237,4,14,2011,302,305
74,70,237,6,15,2011,315,338
82,70,237,4,14,2011,195,260
82,70,237,4,13,2011,302,305
82,70,237,6,11,2011,315,338
82,70,237,4,10,2011,302,305
82,70,237,6,11,2011,315,338
135,53,24,8,16,2010,416,371
135,53,24,8,16,2011,416,371
234,99,57,5,15,2010,261,281
234,99,57,5,15,2010,261,281
208,99,57,5,17,2010,152,171
234,99,57,6,15,2010,261,281
234,99,57,5,19,2010,152,171
234,99,57,5,14,2010,261,281
234,99,57,5,15,2010,261,281
234,99,57,6,16,2010,261,281
208,99,57,5,19,2010,152,171
234,99,57,5,14,2010,261,281
234,99,57,5,14,2010,261,281
234,99,57,6,15,2010,261,281
234,99,57,5,17,2010,152,171
203,223,64,6,20,2011,220,258
128,127,179,6,12,2010,383,403
128,127,179,6,12,2011,383,403
145,202,224,5,22,2010,143,154
145,202,224,5,19,2010,143,154
148,51,226,5,22,2010,143,154
148,51,226,5,19,2010,143,154
145,202,224,5,22,2010,143,154
145,202,224,5,19,2010,143,154
148,51,226,5,22,2010,143,154
148,51,226,5,19,2010,143,154
148,51,226,5,15,2010,207,238
148,51,226,5,16,2010,207,238
148,51,226,5,15,2010,207,238
148,51,226,5,16,2010,207,238
183,51,19,5,15,2010,207,238
183,51,19,5,14,2010,207,238
148,51,226,5,15,2010,207,238
148,51,226,5,16,2010,207,238
148,51,226,5,15,2010,207,238
148,51,226,5,16,2010,207,238
183,51,19,5,15,2010,207,238
183,51,19,5,14,2010,207,238
37,128,224,4,13,2012,225,286
37,128,224,4,12,2012,255,350
37,128,224,4,9,2012,225,286
37,128,224,4,12,2012,255,350
37,128,224,4,9,2012,225,286
37,128,224,4,9,2012,255,350
37,128,224,4,13,2011,225,286
37,128,224,4,12,2011,255,350
37,128,224,4,9,2011,225,286
37,128,224,4,9,2011,255,350
49,5,214,6,17,2012,288,270
49,5,214,6,17,2012,288,270
49,5,214,6,16,2012,288,270
49,5,214,6,16,2012,288,270
49,5,214,6,16,2012,288,270
49,5,214,6,17,2012,288,270
49,5,214,6,17,2012,288,270
49,5,214,6,16,2012,288,270
62,128,224,4,9,2012,255,350
62,128,224,5,10,2012,305,420
42,124,224,4,11,2012,255,350
42,124,224,5,10,2012,305,420
62,128,224,4,11,2012,255,350
62,128,224,5,10,2012,305,420
42,124,224,4,11,2012,255,350
42,124,224,5,10,2012,305,420
62,128,224,4,11,2011,255,350
62,128,224,5,10,2011,305,420
42,124,224,4,11,2011,255,350
42,124,224,5,10,2011,305,420
62,128,224,4,11,2011,255,350
62,128,224,5,10,2011,305,420
42,124,224,4,9,2011,255,350
42,124,224,5,10,2011,305,420
223,137,64,6,25,2012,182,172
223,137,64,6,25,2012,182,172
223,137,64,6,17,2012,303,264
223,137,64,6,12,2012,303,264
223,137,64,6,17,2012,303,264
223,137,64,6,25,2012,182,172
223,137,64,6,17,2012,303,264
223,137,64,6,25,2012,182,172
223,137,64,6,17,2012,303,264
223,137,64,6,13,2012,303,264
223,137,64,6,16,2012,303,264
223,137,64,6,12,2012,303,264
223,137,64,6,13,2012,303,264
206,173,29,4,15,2011,210,235
206,173,29,4,14,2011,210,235
208,173,29,4,15,2011,210,235
208,173,29,5,9,2011,302,329
206,173,29,4,14,2011,210,235
206,173,29,5,9,2011,302,329
206,173,29,4,15,2011,210,235
206,173,29,5,9,2011,302,329
206,173,29,4,14,2011,210,235
206,173,29,5,14,2011,302,329
208,173,29,4,15,2011,210,235
208,173,29,5,14,2011,302,329
206,173,29,4,14,2011,210,235
206,173,29,5,9,2011,302,329
244,99,57,6,16,2010,261,281
244,99,57,5,15,2010,261,281
244,196,57,6,16,2010,261,281
244,196,57,5,15,2010,261,281
244,99,57,6,15,2010,261,281
244,99,57,5,14,2010,261,281
244,196,57,6,15,2010,261,281
244,196,57,5,14,2010,261,281
244,99,57,5,15,2010,261,281
244,99,57,5,14,2010,261,281
85,99,57,5,15,2010,261,281
85,196,57,5,15,2010,261,281
85,99,57,5,14,2010,261,281
85,196,57,5,14,2010,261,281
203,223,64,6,18,2012,220,258
203,223,64,6,15,2012,182,172
203,223,64,6,18,2012,220,258
203,223,64,6,20,2012,220,258
203,223,64,6,19,2012,182,172
203,223,64,6,20,2012,220,258
203,223,64,6,15,2012,182,172
203,223,64,6,18,2012,220,258
203,223,64,6,20,2012,220,258
193,223,64,6,19,2012,270,295
195,227,3,5,19,2011,265,244
195,227,3,6,17,2011,305,290
195,227,3,5,19,2011,265,244
44,128,224,4,13,2012,225,286
44,128,224,4,9,2012,255,350
50,116,224,4,9,2012,225,286
50,116,224,4,12,2012,255,350
44,128,224,4,13,2012,225,286
44,128,224,4,9,2012,255,350
133,208,237,5,15,2010,236,266
133,208,237,6,15,2010,310,327
143,208,237,6,14,2010,310,327
133,208,237,6,14,2010,381,401
143,208,237,6,13,2010,381,401
143,208,237,6,13,2010,381,401
133,176,237,5,15,2010,236,266
133,176,237,6,15,2010,310,327
143,176,237,6,14,2010,310,327
133,176,237,6,14,2010,381,401
143,176,237,6,13,2010,381,401
143,176,237,6,13,2010,381,401
133,176,237,5,15,2010,236,266
133,176,237,6,15,2010,310,327
143,176,237,6,14,2010,310,327
133,176,237,6,14,2010,381,401
143,176,237,6,13,2010,381,401
143,176,237,6,13,2010,381,401
133,122,237,6,15,2010,310,327
143,122,237,6,14,2010,310,327
133,122,237,6,14,2010,381,401
143,122,237,6,13,2010,381,401
143,122,237,6,10,2010,381,401
133,176,237,6,15,2010,310,327
143,176,237,6,14,2010,310,327
133,176,237,6,14,2010,381,401
143,176,237,6,13,2010,381,401
143,176,237,6,10,2010,381,401
128,176,237,6,15,2010,310,327
138,176,237,6,14,2010,310,327
128,176,237,6,14,2010,381,401
138,176,237,6,13,2010,381,401
138,176,237,6,10,2010,381,401
128,176,237,6,15,2010,310,327
138,176,237,6,14,2010,310,327
128,176,237,6,14,2010,381,401
138,176,237,6,13,2010,381,401
138,176,237,6,13,2010,381,401
44,128,224,4,13,2011,225,286
44,128,224,4,9,2011,255,350
50,116,224,4,10,2011,225,286
50,116,224,4,9,2011,255,350
44,128,224,4,13,2011,225,286
44,128,224,4,9,2011,255,350
195,227,203,5,18,2010,265,244
195,227,203,5,18,2010,265,244
102,72,227,5,13,2011,317,385
140,72,227,5,12,2011,317,385
102,72,227,5,13,2011,317,385
140,72,227,5,12,2011,317,385
153,72,227,5,12,2011,317,385
105,72,227,5,13,2011,317,385
146,72,227,5,12,2011,317,385
105,72,227,5,13,2011,317,385
105,58,227,5,13,2011,317,385
146,72,227,5,12,2011,317,385
146,58,227,5,12,2011,317,385
161,72,227,5,12,2011,317,385
115,72,227,5,13,2011,317,385
156,72,227,5,12,2011,317,385
102,72,227,5,13,2011,317,385
140,72,227,5,12,2011,317,385
206,173,29,4,15,2010,210,235
206,173,29,4,14,2010,210,235
208,173,29,4,15,2010,210,235
208,173,29,5,14,2010,302,329
206,173,29,4,14,2010,210,235
206,173,29,5,14,2010,302,329
206,173,29,4,15,2010,210,235
206,173,29,5,14,2010,302,329
206,173,29,4,14,2010,210,235
206,173,29,5,9,2010,302,329
208,173,29,4,15,2010,210,235
208,173,29,5,14,2010,302,329
206,173,29,4,14,2010,210,235
206,173,29,5,14,2010,302,329
195,62,3,5,19,2011,265,244
195,62,3,5,19,2011,265,244
195,62,203,5,18,2010,265,244
195,62,203,5,18,2010,265,244
82,215,240,6,15,2011,315,338
82,215,240,4,14,2011,302,305
82,215,240,4,10,2011,302,305
82,215,240,6,13,2011,403,417
82,215,240,6,11,2011,315,338
82,215,240,6,11,2011,315,338
82,215,240,6,9,2011,403,417
79,215,240,4,13,2011,302,305
79,215,240,6,15,2011,315,338
79,207,240,4,13,2011,302,305
79,215,240,4,10,2011,302,305
79,215,240,6,12,2011,403,417
79,215,240,6,15,2011,315,338
79,215,240,6,9,2011,403,417
226,126,29,5,18,2011,256,247
226,126,29,5,18,2011,256,247
85,215,237,4,10,2011,302,305
85,215,237,6,11,2011,315,338
85,215,237,4,14,2011,302,305
85,215,237,4,10,2011,302,305
85,215,237,6,9,2011,403,417
85,215,237,6,15,2011,315,338
85,215,237,6,9,2011,403,417
96,215,237,4,10,2011,302,305
79,215,237,6,11,2011,315,338
79,215,237,4,10,2011,302,305
79,215,237,4,10,2011,302,305
79,215,237,6,9,2011,403,417
79,215,237,6,15,2011,315,338
79,215,237,6,12,2011,403,417
77,185,237,6,11,2011,315,338
77,185,237,6,15,2011,315,338
77,185,237,6,15,2011,315,338
77,185,237,6,11,2011,315,338
77,185,237,6,15,2011,315,338
77,185,237,6,15,2011,315,338
102,72,227,5,13,2011,317,385
140,72,227,5,9,2011,317,385
153,72,227,5,9,2011,317,385
105,72,227,5,13,2011,317,385
146,72,227,5,12,2011,317,385
105,72,227,5,13,2011,317,385
105,58,227,5,13,2011,317,385
146,72,227,5,12,2011,317,385
146,58,227,5,12,2011,317,385
161,72,227,5,12,2011,317,385
115,72,227,5,13,2011,317,385
156,72,227,5,12,2011,317,385
77,102,237,4,14,2010,302,305
77,102,237,6,11,2010,315,335
77,102,237,4,10,2010,302,305
77,102,237,6,11,2010,315,335
82,102,237,4,14,2010,195,260
82,102,237,4,13,2010,302,305
82,102,237,6,11,2010,315,335
82,102,237,4,10,2010,302,305
82,102,237,6,11,2010,315,335
74,70,237,4,15,2010,195,260
74,70,237,4,14,2010,302,305
74,70,237,6,11,2010,315,335
74,70,237,4,14,2010,302,305
74,70,237,6,11,2010,315,335
82,70,237,4,14,2010,195,260
82,70,237,4,10,2010,302,305
82,70,237,6,15,2010,315,335
82,70,237,4,10,2010,302,305
82,70,237,6,11,2010,315,335
105,128,224,4,13,2012,225,286
105,128,224,4,12,2012,255,350
111,116,224,4,13,2012,225,286
111,116,224,4,12,2012,255,350
105,128,224,4,9,2012,225,286
105,128,224,4,12,2012,255,350
111,116,224,4,9,2012,225,286
111,116,224,4,12,2012,255,350
82,215,240,6,11,2010,315,335
82,215,240,4,14,2010,302,305
82,215,240,4,14,2010,302,305
82,215,240,6,15,2010,315,335
82,215,240,6,13,2010,403,417
82,215,240,6,15,2010,315,335
82,215,240,6,15,2010,315,335
82,215,240,6,13,2010,403,417
79,215,240,4,10,2010,302,305
79,215,240,6,15,2010,315,335
79,215,240,4,10,2010,302,305
79,215,240,4,10,2010,302,305
79,215,240,6,15,2010,315,335
79,215,240,6,12,2010,403,417
79,215,240,6,11,2010,315,335
79,215,240,6,12,2010,403,417
105,128,224,4,13,2011,225,286
105,128,224,4,9,2011,255,350
111,116,224,4,13,2011,225,286
111,116,224,4,9,2011,255,350
105,128,224,4,13,2011,225,286
105,128,224,4,9,2011,255,350
111,116,224,4,10,2011,225,286
111,116,224,4,9,2011,255,350
85,215,237,4,10,2010,302,305
85,215,237,6,11,2010,315,335
85,215,237,4,14,2010,302,305
85,215,237,4,14,2010,302,305
85,215,237,6,11,2010,315,335
85,215,237,6,13,2010,403,417
85,215,237,6,15,2010,315,335
85,215,237,6,13,2010,403,417
79,215,237,4,10,2010,302,305
79,215,237,6,15,2010,315,335
79,215,237,4,13,2010,302,305
79,215,237,4,10,2010,302,305
79,215,237,6,15,2010,315,335
79,215,237,6,9,2010,403,417
79,215,237,6,15,2010,315,335
79,215,237,6,12,2010,403,417
77,185,237,6,11,2010,315,335
77,185,237,6,15,2010,315,335
77,185,237,6,15,2010,315,335
77,185,237,6,15,2010,315,335
77,185,237,6,11,2010,315,335
77,185,237,6,15,2010,315,335
77,128,224,4,12,2012,255,350
77,128,224,5,10,2012,305,420
75,116,224,4,9,2012,255,350
75,116,224,5,10,2012,305,420
77,128,224,4,12,2012,255,350
77,128,224,5,10,2012,305,420
75,116,224,4,12,2012,255,350
75,116,224,5,10,2012,305,420
