mpg,Length,Width,Number of Forward Gears,Year,Car Height,Horsepower,Torque,
17,62,3,6,2010,195,305,290,
18,62,203,5,2010,195,265,244,
17,140,181,4,2010,127,242,242,
17,140,206,4,2010,181,242,242,
15,140,181,4,2010,127,300,320,
14,140,206,4,2010,181,300,320,
18,140,181,4,2010,120,185,190,
17,140,181,4,2010,120,242,242,
15,140,181,4,2010,120,300,320,
16,140,206,4,2010,188,242,242,
14,140,206,4,2010,188,300,320,
17,140,181,4,2010,120,242,242,
16,140,206,4,2010,188,242,242,
15,140,181,4,2010,120,300,320,
14,140,206,4,2010,188,300,320,
14,188,224,4,2011,102,215,235,
9,188,224,5,2011,102,310,330,
14,188,224,5,2011,102,390,407,
13,188,224,5,2011,118,310,330,
13,188,224,5,2011,118,390,407,
14,188,224,5,2011,102,310,330,
13,188,224,5,2011,118,310,330,
14,188,224,5,2011,102,390,407,
13,188,224,5,2011,118,390,407,
14,184,224,4,2011,115,215,235,
9,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
9,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,130,390,407,
9,188,224,5,2011,102,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
9,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,310,330,
14,184,224,5,2011,115,390,407,
9,184,224,5,2011,130,310,330,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,130,390,407,
14,184,224,5,2011,115,390,407,
13,184,224,5,2011,115,390,407,
15,102,240,4,2011,77,195,260,
14,102,240,4,2011,77,302,305,
11,102,240,6,2011,77,315,335,
14,102,240,4,2011,82,195,260,
10,102,240,4,2011,82,302,305,
11,102,240,6,2011,82,315,335,
14,102,240,4,2011,77,302,305,
11,102,240,6,2011,77,315,335,
13,102,240,4,2011,82,302,305,
11,102,240,6,2011,82,315,335,
14,188,224,5,2011,102,390,407,
13,188,224,5,2011,118,390,407,
15,10,214,6,2011,161,320,335,
11,10,214,6,2011,161,320,335,
11,10,214,6,2011,161,320,335,
11,10,214,6,2011,161,320,335,
15,10,214,6,2011,161,320,335,
15,10,214,6,2011,161,320,335,
13,15,191,6,2010,153,400,450,
15,15,191,6,2010,153,300,300,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
15,10,214,6,2010,161,320,335,
16,15,191,8,2011,153,300,300,
14,15,191,8,2011,153,400,450,
20,10,214,4,2011,102,332,367,
20,10,214,4,2011,107,332,367,
21,10,214,4,2010,102,332,367,
21,10,214,4,2010,107,332,367,
18,143,254,6,2010,10,255,220,
18,143,254,6,2010,10,300,300,
17,87,199,6,2012,57,281,266,
16,87,199,6,2012,57,281,266,
17,87,199,6,2012,57,281,266,
16,87,199,6,2012,57,281,266,
17,87,199,6,2012,57,281,266,
16,87,199,6,2012,57,281,266,
17,87,199,6,2012,57,288,270,
16,87,199,6,2012,57,288,270,
18,145,254,6,2011,10,255,220,
19,145,254,6,2011,10,300,300,
18,145,254,6,2011,10,255,220,
13,6,217,6,2011,100,403,417,
9,6,217,6,2011,100,403,417,
13,6,217,6,2011,100,403,417,
13,6,217,6,2010,100,403,417,
10,6,217,6,2010,100,403,417,
10,6,217,6,2010,100,403,417,
18,220,113,6,2011,142,265,223,
15,220,113,6,2011,142,300,295,
18,220,113,6,2011,142,265,223,
17,220,113,6,2011,142,265,223,
17,220,113,6,2011,142,265,223,
15,70,240,4,2011,74,195,260,
10,70,240,4,2011,74,302,305,
15,70,240,6,2011,74,315,335,
14,70,240,4,2011,82,195,260,
13,70,240,4,2011,82,302,305,
11,70,240,6,2011,82,315,335,
14,70,240,4,2011,74,302,305,
15,70,240,6,2011,74,315,335,
13,70,240,4,2011,82,302,305,
11,70,240,6,2011,82,315,335,
13,155,92,6,2010,78,470,443,
11,33,73,6,2011,217,510,420,
11,33,73,6,2011,217,510,420,
13,144,69,6,2011,188,220,258,
20,144,69,6,2011,188,220,258,
17,144,69,6,2011,188,300,295,
17,144,69,6,2011,188,300,295,
20,144,69,6,2011,188,220,258,
18,144,69,6,2011,188,220,258,
16,144,74,6,2010,185,300,295,
21,98,13,6,2010,191,171,171,
20,98,13,6,2010,191,171,171,
14,98,13,6,2010,191,240,223,
13,98,13,6,2010,191,240,223,
21,105,13,6,2010,242,171,171,
20,105,13,6,2010,242,171,171,
19,105,13,6,2010,242,240,223,
13,105,13,6,2010,242,240,223,
17,87,199,6,2011,57,281,266,
16,87,199,6,2011,57,281,266,
17,87,199,6,2011,57,281,266,
16,87,199,6,2011,57,281,266,
17,87,199,6,2011,57,281,266,
16,87,199,6,2011,57,281,266,
17,87,199,6,2011,57,288,270,
16,87,199,6,2011,57,288,270,
17,87,199,6,2010,57,281,266,
16,87,199,6,2010,57,281,266,
17,87,199,6,2010,57,281,266,
16,87,199,6,2010,57,281,266,
17,87,199,6,2010,57,281,266,
16,87,199,6,2010,57,281,266,
17,87,199,6,2010,57,288,270,
16,87,199,6,2010,57,288,270,
22,192,41,6,2011,165,175,172,
23,192,41,6,2011,165,175,172,
23,192,41,6,2011,165,175,172,
14,192,41,6,2011,165,240,223,
13,192,41,6,2011,165,240,223,
22,192,41,6,2010,165,175,172,
22,192,41,6,2010,165,175,172,
22,192,41,6,2010,165,175,172,
19,192,41,6,2010,165,240,223,
18,192,41,6,2010,165,240,223,
18,237,28,6,2011,155,303,274,
17,237,28,8,2011,145,342,339,
19,237,28,6,2011,145,303,274,
13,30,74,6,2011,236,420,346,
13,30,74,6,2011,236,420,346,
12,29,74,6,2010,246,420,346,
13,30,74,6,2011,236,420,346,
13,30,74,6,2011,236,420,346,
12,29,74,6,2010,233,420,346,
15,215,240,4,2011,85,195,260,
10,215,240,4,2011,85,302,305,
11,215,240,6,2011,85,315,335,
13,215,240,4,2011,79,302,305,
11,215,240,6,2011,79,315,335,
14,215,240,4,2011,85,302,305,
13,215,240,4,2011,79,302,305,
10,215,240,4,2011,85,302,305,
11,215,240,6,2011,85,315,335,
13,215,240,6,2011,85,403,417,
10,215,240,4,2011,79,302,305,
15,215,240,6,2011,79,315,335,
9,215,240,6,2011,79,403,417,
11,215,240,6,2011,85,315,335,
9,215,240,6,2011,85,403,417,
11,215,240,6,2011,79,315,335,
12,215,240,6,2011,79,403,417,
15,245,217,6,2011,153,320,335,
15,245,217,6,2011,153,320,335,
15,245,217,6,2011,153,320,335,
15,245,217,6,2011,153,320,335,
15,245,217,6,2011,153,320,335,
15,245,217,6,2011,153,320,335,
11,245,217,6,2010,153,320,335,
15,245,217,6,2010,153,320,335,
15,245,217,6,2010,153,320,335,
15,245,217,6,2010,153,320,335,
11,245,217,6,2010,153,320,335,
11,245,217,6,2010,153,320,335,
20,62,203,4,2011,195,170,170,
20,62,203,5,2011,195,170,170,
11,185,240,6,2011,77,315,335,
11,185,240,6,2011,77,315,335,
11,185,240,6,2011,77,315,335,
11,185,240,6,2011,77,315,335,
11,185,240,6,2011,77,315,335,
11,185,240,6,2011,77,315,335,
20,62,203,4,2010,195,170,170,
20,62,203,5,2010,195,170,170,
18,126,29,5,2011,226,256,247,
18,126,29,6,2011,226,265,258,
19,126,29,6,2011,226,170,170,
19,126,29,6,2011,226,170,170,
10,215,240,4,2011,82,302,305,
15,215,240,6,2011,82,315,335,
10,215,240,4,2011,79,302,305,
11,215,240,6,2011,79,315,335,
14,215,240,4,2011,82,302,305,
10,215,240,4,2011,79,302,305,
10,215,240,4,2011,82,302,305,
11,215,240,6,2011,82,315,335,
13,215,240,6,2011,82,403,417,
10,215,240,4,2011,79,302,305,
15,215,240,6,2011,79,315,335,
12,215,240,6,2011,79,403,417,
15,215,240,6,2011,82,315,335,
15,215,240,6,2011,82,315,335,
9,215,240,6,2011,82,403,417,
11,215,240,6,2011,79,315,335,
12,215,240,6,2011,79,403,417,
9,207,240,6,2011,82,403,417,
12,207,240,6,2011,82,403,417,
15,102,240,4,2010,77,195,260,
10,102,240,4,2010,77,302,305,
11,102,240,6,2010,77,315,335,
14,102,240,4,2010,82,195,260,
13,102,240,4,2010,82,302,305,
15,102,240,6,2010,82,315,335,
10,102,240,4,2010,77,302,305,
15,102,240,6,2010,77,315,335,
10,102,240,4,2010,82,302,305,
15,102,240,6,2010,82,315,335,
14,188,224,4,2010,102,215,235,
9,188,224,5,2010,102,310,330,
14,188,224,5,2010,102,390,407,
13,188,224,5,2010,118,310,330,
13,188,224,5,2010,118,390,407,
14,235,224,5,2010,97,310,330,
9,188,224,5,2010,118,310,330,
14,184,224,4,2011,115,215,235,
14,184,224,5,2010,115,310,330,
14,184,224,5,2010,115,390,407,
9,184,224,5,2010,130,310,330,
13,184,224,5,2010,130,390,407,
9,184,224,5,2010,115,310,330,
14,184,224,5,2010,115,390,407,
9,184,224,5,2010,130,310,330,
13,184,224,5,2010,130,390,407,
14,184,224,5,2011,115,390,407,
13,184,224,5,2010,130,390,407,
9,184,224,5,2010,115,310,330,
14,184,224,5,2010,115,390,407,
9,184,224,5,2010,130,310,330,
13,184,224,5,2010,130,390,407,
9,184,224,5,2010,115,310,330,
14,184,224,5,2010,115,390,407,
13,184,224,5,2010,130,390,407,
14,184,224,5,2010,115,390,407,
13,184,224,5,2010,130,390,407,
9,184,224,5,2010,130,310,330,
18,228,8,6,2010,145,204,185,
21,228,8,6,2010,145,204,185,
20,228,8,6,2010,160,204,185,
18,228,8,6,2010,145,306,277,
18,228,8,6,2011,145,306,277,
14,235,224,5,2010,97,390,407,
13,188,224,5,2010,118,390,407,
21,228,41,5,2011,135,159,180,
19,228,41,4,2011,135,159,180,
18,228,102,5,2011,239,159,180,
18,228,102,4,2011,239,159,180,
21,165,41,5,2011,142,159,180,
19,165,41,4,2011,142,159,180,
19,165,102,4,2011,249,159,180,
17,165,102,5,2011,249,236,266,
18,165,102,5,2011,249,159,180,
18,165,102,4,2011,249,159,180,
14,165,102,6,2011,249,236,266,
16,165,102,5,2011,249,236,266,
19,165,102,4,2011,142,159,180,
19,245,102,4,2011,244,159,180,
17,245,102,5,2011,244,236,266,
17,165,102,5,2011,244,236,266,
14,165,102,6,2011,244,236,266,
16,245,102,5,2011,244,236,266,
16,165,102,5,2011,244,236,266,
15,165,87,6,2011,130,236,266,
19,228,8,6,2011,145,204,185,
21,228,8,6,2011,145,204,185,
20,228,8,6,2011,160,204,185,
20,228,8,6,2011,145,306,277,
20,228,41,5,2010,132,159,180,
19,228,41,4,2010,132,159,180,
17,228,102,5,2010,239,159,180,
20,228,102,5,2010,239,159,180,
20,165,41,5,2010,132,159,180,
19,165,41,4,2010,132,159,180,
20,165,102,5,2010,239,159,180,
15,165,102,6,2010,239,236,266,
17,165,102,5,2010,239,236,266,
17,165,102,5,2010,239,159,180,
14,165,102,6,2010,239,236,266,
16,165,102,5,2010,239,236,266,
14,165,102,6,2010,244,236,266,
16,165,102,5,2010,244,236,266,
16,245,102,5,2010,244,236,266,
17,165,102,5,2010,244,236,266,
17,245,102,5,2010,244,236,266,
15,165,87,6,2010,120,236,266,
15,70,240,6,2010,74,315,335,
14,70,240,4,2010,82,195,260,
13,70,240,4,2010,82,302,305,
15,70,240,6,2010,82,315,335,
10,70,240,4,2010,74,302,305,
15,70,240,6,2010,74,315,335,
10,70,240,4,2010,82,302,305,
15,70,240,6,2010,82,315,335,
18,22,181,4,2012,112,185,190,
17,22,181,4,2012,112,242,242,
18,22,181,4,2012,112,185,190,
17,22,181,4,2012,112,242,242,
18,22,206,5,2012,181,185,190,
17,22,206,4,2012,181,185,190,
17,22,206,4,2012,181,242,242,
17,22,206,4,2012,181,185,190,
17,22,206,4,2012,181,242,242,
17,140,181,4,2012,120,242,242,
17,140,181,4,2012,120,242,242,
14,140,181,4,2012,120,300,320,
14,140,181,4,2012,120,300,320,
16,140,206,4,2012,188,242,242,
16,140,206,4,2012,188,242,242,
14,140,206,4,2012,188,300,320,
15,215,240,4,2010,85,195,260,
10,215,240,4,2010,85,302,305,
11,215,240,6,2010,85,315,335,
10,185,240,4,2010,77,302,305,
15,185,240,6,2010,77,315,335,
14,215,240,4,2010,85,302,305,
10,185,240,4,2010,77,302,305,
14,215,240,4,2010,85,302,305,
15,215,240,6,2010,85,315,335,
13,215,240,6,2010,85,403,417,
13,185,240,4,2010,77,302,305,
11,185,240,6,2010,77,315,335,
12,185,240,6,2010,77,403,417,
11,215,240,6,2010,85,315,335,
10,215,240,6,2010,85,403,417,
11,185,240,6,2010,77,315,335,
14,215,240,4,2010,85,302,305,
18,140,181,4,2012,112,185,190,
17,140,181,4,2012,112,242,242,
18,140,181,4,2012,112,185,190,
17,140,181,4,2012,112,242,242,
17,140,181,4,2012,112,242,242,
14,140,181,4,2012,112,300,320,
14,140,181,4,2012,112,300,320,
18,140,206,5,2012,181,185,190,
17,140,206,4,2012,181,185,190,
17,140,206,4,2012,181,242,242,
17,140,206,4,2012,181,185,190,
17,140,206,4,2012,181,242,242,
17,140,206,4,2012,181,242,242,
14,140,206,4,2012,181,300,320,
11,185,240,6,2010,77,315,335,
15,185,240,6,2010,77,315,335,
11,185,240,6,2010,77,315,335,
15,185,240,6,2010,77,315,335,
11,185,240,6,2010,77,315,335,
11,185,240,6,2010,77,315,335,
18,22,181,4,2011,112,185,190,
17,22,181,4,2011,112,242,242,
18,22,181,5,2011,112,185,190,
18,22,181,4,2011,112,185,190,
17,22,181,4,2011,112,242,242,
18,22,206,5,2011,181,185,190,
17,22,206,4,2011,181,185,190,
17,22,206,4,2011,181,242,242,
18,22,206,5,2011,181,185,190,
17,22,206,4,2011,181,185,190,
17,22,206,4,2011,181,242,242,
17,140,181,4,2011,120,242,242,
14,140,181,4,2011,120,300,320,
17,140,181,4,2011,120,242,242,
14,140,181,4,2011,120,300,320,
14,140,181,4,2011,120,300,320,
16,140,206,4,2011,188,242,242,
14,140,206,4,2011,188,300,320,
16,140,206,4,2011,188,242,242,
14,140,206,4,2011,188,300,320,
18,140,181,4,2011,112,185,190,
17,140,181,4,2011,112,242,242,
18,140,181,5,2011,112,185,190,
18,140,181,4,2011,112,185,190,
17,140,181,4,2011,112,242,242,
14,140,181,4,2011,112,300,320,
17,140,181,4,2011,112,242,242,
14,140,181,4,2011,112,300,320,
14,140,181,4,2011,112,300,320,
18,140,206,5,2011,181,185,190,
17,140,206,4,2011,181,185,190,
17,140,206,4,2011,181,242,242,
18,140,206,5,2011,181,185,190,
17,140,206,4,2011,181,185,190,
17,140,206,4,2011,181,242,242,
14,140,206,4,2011,181,300,320,
17,140,206,4,2011,181,242,242,
14,140,206,4,2011,181,300,320,
10,215,240,4,2010,82,302,305,
15,215,240,6,2010,82,315,335,
10,215,240,4,2010,79,302,305,
11,215,240,6,2010,79,315,335,
14,215,240,4,2010,82,302,305,
13,215,240,4,2010,79,302,305,
14,215,240,4,2010,82,302,305,
15,215,240,6,2010,82,315,335,
10,215,240,6,2010,82,403,417,
10,215,240,4,2010,79,302,305,
11,215,240,6,2010,79,315,335,
9,215,240,6,2010,79,403,417,
11,215,240,6,2010,82,315,335,
15,215,240,6,2010,82,315,335,
10,215,240,6,2010,82,403,417,
11,215,240,6,2010,79,315,335,
12,215,240,6,2010,79,403,417,
10,207,240,6,2010,82,403,417,
9,207,240,6,2010,79,403,417,
22,153,224,5,2012,74,158,162,
22,153,224,4,2012,74,158,162,
22,153,224,5,2011,74,158,162,
22,153,224,4,2011,74,158,162,
22,153,224,5,2011,74,158,162,
22,153,224,4,2011,74,158,162,
22,153,224,5,2010,64,158,162,
22,153,224,4,2010,64,158,162,
22,153,224,5,2010,54,158,162,
22,153,224,4,2010,54,158,162,
27,89,188,5,2011,228,128,125,
27,89,188,4,2011,228,128,125,
27,89,188,5,2011,228,128,125,
27,89,188,4,2011,228,128,125,
13,96,113,6,2011,7,490,420,
27,89,188,5,2010,244,128,125,
27,89,188,4,2010,244,128,125,
13,96,113,6,2012,7,490,420,
16,208,237,5,2011,133,236,266,
15,208,237,6,2011,133,310,327,
13,208,237,6,2011,143,381,401,
13,208,237,6,2011,143,381,401,
16,176,237,5,2011,133,236,266,
14,176,237,6,2011,133,381,401,
13,176,237,6,2011,143,381,401,
13,176,237,6,2011,143,381,401,
16,176,237,5,2011,133,236,266,
15,176,237,6,2011,133,310,327,
14,176,237,6,2011,143,310,327,
14,176,237,6,2011,133,381,401,
13,176,237,6,2011,143,381,401,
13,176,237,6,2011,143,381,401,
14,122,237,6,2011,133,381,401,
13,122,237,6,2011,143,381,401,
15,176,237,6,2011,133,310,327,
14,176,237,6,2011,143,310,327,
13,176,237,6,2011,143,381,401,
13,176,237,6,2011,143,381,401,
15,176,237,6,2011,128,310,327,
14,176,237,6,2011,138,310,327,
14,176,237,6,2011,128,381,401,
13,176,237,6,2011,138,381,401,
13,176,237,6,2011,138,381,401,
14,176,237,6,2011,128,381,401,
18,27,8,6,2010,134,204,185,
18,27,8,6,2010,134,306,277,
21,27,8,6,2010,134,204,185,
19,22,8,6,2011,135,204,185,
21,27,8,6,2011,135,204,185,
20,27,8,6,2011,135,306,277,
16,3,102,6,2010,167,385,380,
15,127,102,6,2010,167,385,380,
15,3,102,6,2010,167,470,424,
15,127,102,6,2010,167,470,424,
15,3,102,6,2010,167,510,461,
15,127,102,6,2010,167,510,461,
13,176,237,6,2011,138,381,401,
13,176,237,6,2011,138,381,401,
19,126,29,6,2010,226,170,170,
18,126,29,6,2010,226,265,258,
18,126,29,5,2010,226,256,247,
19,126,29,6,2010,226,170,170,
13,96,113,6,2011,2,490,420,
13,96,113,6,2012,2,490,420,
15,127,57,5,2011,244,261,281,
14,214,57,5,2011,244,261,281,
14,127,57,5,2011,244,261,281,
19,127,57,5,2011,208,152,171,
17,127,57,5,2011,208,152,171,
15,127,57,5,2011,234,261,281,
18,22,181,4,2010,112,185,190,
17,22,181,4,2010,112,242,242,
18,22,181,5,2010,112,185,190,
18,22,181,4,2010,112,185,190,
17,22,181,4,2010,112,242,242,
18,22,206,5,2010,181,185,190,
17,22,206,4,2010,181,185,190,
17,22,206,4,2010,181,242,242,
18,22,206,5,2010,181,185,190,
17,22,206,4,2010,181,185,190,
17,22,206,4,2010,181,242,242,
17,140,181,4,2010,120,242,242,
15,140,181,4,2010,120,300,320,
17,140,181,4,2010,120,242,242,
15,140,181,4,2010,120,300,320,
15,140,181,4,2010,120,300,320,
16,140,206,4,2010,188,242,242,
14,140,206,4,2010,188,300,320,
16,140,206,4,2010,188,242,242,
14,140,206,4,2010,188,300,320,
17,140,181,4,2010,112,185,190,
17,140,181,4,2010,112,242,242,
20,140,181,5,2010,112,185,190,
17,140,181,4,2010,112,185,190,
17,140,181,4,2010,112,242,242,
15,140,181,4,2010,112,300,320,
17,140,181,4,2010,112,242,242,
15,140,181,4,2010,112,300,320,
15,140,181,4,2010,112,300,320,
18,140,206,5,2010,181,185,190,
16,140,206,4,2010,181,185,190,
16,140,206,4,2010,181,242,242,
18,140,206,5,2010,181,185,190,
16,140,206,4,2010,181,185,190,
16,140,206,4,2010,181,242,242,
17,140,181,4,2010,112,185,190,
16,140,206,4,2010,181,242,242,
14,140,206,4,2010,181,300,320,
19,99,57,5,2011,208,152,171,
19,172,29,6,2011,132,170,170,
18,172,29,5,2011,132,256,247,
19,172,29,6,2011,132,170,170,
19,99,57,5,2011,208,152,171,
15,99,57,5,2011,234,261,281,
14,99,57,5,2011,234,261,281,
16,99,57,6,2011,244,261,281,
15,99,57,5,2011,234,261,281,
15,99,57,5,2011,244,261,281,
15,196,57,5,2011,244,261,281,
15,99,57,5,2011,244,261,281,
14,99,57,5,2011,85,261,281,
15,99,57,6,2011,244,261,281,
14,99,57,5,2011,234,261,281,
14,99,57,5,2011,244,261,281,
15,99,57,5,2011,85,261,281,
16,99,57,6,2011,244,261,281,
14,196,57,5,2011,244,261,281,
17,99,57,5,2011,208,152,171,
15,196,57,5,2011,57,261,281,
16,99,57,6,2011,234,261,281,
14,99,57,5,2011,244,261,281,
15,99,57,6,2011,244,261,281,
15,99,57,5,2011,244,261,281,
14,99,57,5,2011,244,261,281,
15,99,57,6,2011,234,261,281,
15,99,57,6,2011,234,261,281,
17,99,57,5,2011,208,152,171,
14,196,57,5,2011,73,261,281,
15,99,57,6,2011,244,261,281,
15,127,57,5,2010,244,261,281,
15,214,57,5,2010,244,261,281,
15,214,57,5,2010,244,261,281,
15,127,57,5,2010,244,261,281,
19,127,57,5,2010,208,152,171,
19,127,57,5,2010,208,152,171,
19,127,57,5,2010,208,152,171,
15,127,57,5,2010,234,261,281,
15,127,57,5,2010,234,261,281,
18,172,29,5,2010,132,256,247,
19,172,29,6,2010,132,170,170,
19,172,29,6,2010,132,170,170,
20,207,240,4,2011,82,332,367,
20,207,240,4,2011,82,332,367,
20,207,240,4,2011,82,332,367,
20,207,240,4,2011,82,332,367,
21,207,240,4,2010,82,332,367,
21,207,240,4,2010,82,332,367,
21,207,240,4,2010,79,332,367,
21,207,240,4,2010,79,332,367,
21,207,240,4,2009,82,332,367,
21,207,240,4,2009,82,332,367,
20,207,240,4,2009,79,332,367,
20,207,240,4,2009,79,332,367,
18,148,19,5,2010,158,230,213,
22,202,224,5,2011,145,143,154,
18,36,166,7,2011,125,210,400,
22,51,226,5,2011,148,143,154,
19,51,226,5,2011,148,143,154,
22,202,224,5,2011,145,143,154,
18,36,166,7,2011,125,210,400,
22,51,226,5,2011,148,143,154,
19,51,226,5,2011,148,143,154,
16,51,226,5,2011,148,207,238,
15,51,226,5,2011,148,207,238,
22,51,226,5,2011,148,143,154,
19,51,226,5,2011,148,143,154,
15,51,19,5,2011,183,207,238,
14,51,19,5,2011,183,207,238,
16,51,226,5,2011,148,207,238,
15,51,226,5,2011,148,207,238,
16,51,226,5,2011,148,207,238,
15,51,226,5,2011,148,207,238,
15,51,19,5,2011,183,207,238,
14,51,19,5,2011,183,207,238,
14,102,237,4,2011,77,302,305,
15,102,237,6,2011,77,315,338,
10,102,237,4,2011,77,302,305,
11,102,237,6,2011,77,315,338,
14,102,237,4,2011,82,195,260,
10,102,237,4,2011,82,302,305,
15,102,237,6,2011,82,315,338,
13,102,237,4,2011,82,302,305,
11,102,237,6,2011,82,315,338,
15,70,237,4,2011,74,195,260,
10,70,237,4,2011,74,302,305,
11,70,237,6,2011,74,315,338,
14,70,237,4,2011,74,302,305,
15,70,237,6,2011,74,315,338,
14,70,237,4,2011,82,195,260,
13,70,237,4,2011,82,302,305,
11,70,237,6,2011,82,315,338,
10,70,237,4,2011,82,302,305,
11,70,237,6,2011,82,315,338,
16,53,24,8,2010,135,416,371,
16,53,24,8,2011,135,416,371,
15,99,57,5,2010,234,261,281,
15,99,57,5,2010,234,261,281,
17,99,57,5,2010,208,152,171,
15,99,57,6,2010,234,261,281,
19,99,57,5,2010,234,152,171,
14,99,57,5,2010,234,261,281,
15,99,57,5,2010,234,261,281,
16,99,57,6,2010,234,261,281,
19,99,57,5,2010,208,152,171,
14,99,57,5,2010,234,261,281,
14,99,57,5,2010,234,261,281,
15,99,57,6,2010,234,261,281,
17,99,57,5,2010,234,152,171,
20,223,64,6,2011,203,220,258,
12,127,179,6,2010,128,383,403,
12,127,179,6,2011,128,383,403,
22,202,224,5,2010,145,143,154,
19,202,224,5,2010,145,143,154,
22,51,226,5,2010,148,143,154,
19,51,226,5,2010,148,143,154,
22,202,224,5,2010,145,143,154,
19,202,224,5,2010,145,143,154,
22,51,226,5,2010,148,143,154,
19,51,226,5,2010,148,143,154,
15,51,226,5,2010,148,207,238,
16,51,226,5,2010,148,207,238,
15,51,226,5,2010,148,207,238,
16,51,226,5,2010,148,207,238,
15,51,19,5,2010,183,207,238,
14,51,19,5,2010,183,207,238,
15,51,226,5,2010,148,207,238,
16,51,226,5,2010,148,207,238,
15,51,226,5,2010,148,207,238,
16,51,226,5,2010,148,207,238,
15,51,19,5,2010,183,207,238,
14,51,19,5,2010,183,207,238,
13,128,224,4,2012,37,225,286,
12,128,224,4,2012,37,255,350,
9,128,224,4,2012,37,225,286,
12,128,224,4,2012,37,255,350,
9,128,224,4,2012,37,225,286,
9,128,224,4,2012,37,255,350,
13,128,224,4,2011,37,225,286,
12,128,224,4,2011,37,255,350,
9,128,224,4,2011,37,225,286,
9,128,224,4,2011,37,255,350,
17,5,214,6,2012,49,288,270,
17,5,214,6,2012,49,288,270,
16,5,214,6,2012,49,288,270,
16,5,214,6,2012,49,288,270,
16,5,214,6,2012,49,288,270,
17,5,214,6,2012,49,288,270,
17,5,214,6,2012,49,288,270,
16,5,214,6,2012,49,288,270,
9,128,224,4,2012,62,255,350,
10,128,224,5,2012,62,305,420,
11,124,224,4,2012,42,255,350,
10,124,224,5,2012,42,305,420,
11,128,224,4,2012,62,255,350,
10,128,224,5,2012,62,305,420,
11,124,224,4,2012,42,255,350,
10,124,224,5,2012,42,305,420,
11,128,224,4,2011,62,255,350,
10,128,224,5,2011,62,305,420,
11,124,224,4,2011,42,255,350,
10,124,224,5,2011,42,305,420,
11,128,224,4,2011,62,255,350,
10,128,224,5,2011,62,305,420,
9,124,224,4,2011,42,255,350,
10,124,224,5,2011,42,305,420,
25,137,64,6,2012,223,182,172,
25,137,64,6,2012,223,182,172,
17,137,64,6,2012,223,303,264,
12,137,64,6,2012,223,303,264,
17,137,64,6,2012,223,303,264,
25,137,64,6,2012,223,182,172,
17,137,64,6,2012,223,303,264,
25,137,64,6,2012,223,182,172,
17,137,64,6,2012,223,303,264,
13,137,64,6,2012,223,303,264,
16,137,64,6,2012,223,303,264,
12,137,64,6,2012,223,303,264,
13,137,64,6,2012,223,303,264,
15,173,29,4,2011,206,210,235,
14,173,29,4,2011,206,210,235,
15,173,29,4,2011,208,210,235,
9,173,29,5,2011,208,302,329,
14,173,29,4,2011,206,210,235,
9,173,29,5,2011,206,302,329,
15,173,29,4,2011,206,210,235,
9,173,29,5,2011,206,302,329,
14,173,29,4,2011,206,210,235,
14,173,29,5,2011,206,302,329,
15,173,29,4,2011,208,210,235,
14,173,29,5,2011,208,302,329,
14,173,29,4,2011,206,210,235,
9,173,29,5,2011,206,302,329,
16,99,57,6,2010,244,261,281,
15,99,57,5,2010,244,261,281,
16,196,57,6,2010,244,261,281,
15,196,57,5,2010,244,261,281,
15,99,57,6,2010,244,261,281,
14,99,57,5,2010,244,261,281,
15,196,57,6,2010,244,261,281,
14,196,57,5,2010,244,261,281,
15,99,57,5,2010,244,261,281,
14,99,57,5,2010,244,261,281,
15,99,57,5,2010,85,261,281,
15,196,57,5,2010,85,261,281,
14,99,57,5,2010,85,261,281,
14,196,57,5,2010,85,261,281,
18,223,64,6,2012,203,220,258,
15,223,64,6,2012,203,182,172,
18,223,64,6,2012,203,220,258,
20,223,64,6,2012,203,220,258,
19,223,64,6,2012,203,182,172,
20,223,64,6,2012,203,220,258,
15,223,64,6,2012,203,182,172,
18,223,64,6,2012,203,220,258,
20,223,64,6,2012,203,220,258,
19,223,64,6,2012,193,270,295,
19,227,3,5,2011,195,265,244,
17,227,3,6,2011,195,305,290,
19,227,3,5,2011,195,265,244,
13,128,224,4,2012,44,225,286,
9,128,224,4,2012,44,255,350,
9,116,224,4,2012,50,225,286,
12,116,224,4,2012,50,255,350,
13,128,224,4,2012,44,225,286,
9,128,224,4,2012,44,255,350,
15,208,237,5,2010,133,236,266,
15,208,237,6,2010,133,310,327,
14,208,237,6,2010,143,310,327,
